parameter,mean,median,mode,hpd_min,hpd_max,method,repressors,operator,IPTGuM,pred_bohr
fc_mu,0.9013331608408797,0.9012893075235708,0.8990688212622061,0.8687578631986016,0.9365976962506589,flow cytometry,260.0,O2,1000.0,2.262042589091707
fc_sigma,0.05515110485784384,0.0523901366676257,0.048257894899344365,0.03166401939861762,0.08353864982480497,flow cytometry,260.0,O2,1000.0,2.262042589091707
delta_bohr,-0.03423690313621069,-0.05040956060711754,-0.07512189036997174,-0.4199150804549854,0.353217732452868,flow cytometry,260.0,O2,1000.0,2.262042589091707
empirical_bohr,2.038188680821958,1.9926008533239121,1.9329479685711586,1.3888488934701302,2.767438382719269,flow cytometry,260.0,O2,5000.0,2.4663416898517214
fc_mu,0.8799535355974016,0.8800180235497903,0.8735753565244541,0.8134727202891251,0.9484632206201931,flow cytometry,260.0,O2,5000.0,2.4663416898517214
fc_sigma,0.10758525167898013,0.10378480790252978,0.09712880617154981,0.06650969200935196,0.15712606501448045,flow cytometry,260.0,O2,5000.0,2.4663416898517214
delta_bohr,-0.4281530090297645,-0.4737408365278093,-0.5333937212805628,-1.0774927963815912,0.3010966928675476,flow cytometry,260.0,O2,5000.0,2.4663416898517214
empirical_bohr,0.5094664973098156,0.5055565782038642,0.5013701543613073,0.25240437094977713,0.8008431456753095,flow cytometry,260.0,O3,0.0,0.09193297529238897
fc_mu,0.6241330414060041,0.6237642564063199,0.6227812684954113,0.562768209781285,0.690154809268188,flow cytometry,260.0,O3,0.0,0.09193297529238897
fc_sigma,0.08883754973125588,0.08440033723345239,0.07658616459885656,0.048970799491283336,0.13826937028923314,flow cytometry,260.0,O3,0.0,0.09193297529238897
delta_bohr,0.41753352201742927,0.41362360291147526,0.4094371790689183,0.16047139565738816,0.7089101703829205,flow cytometry,260.0,O3,0.0,0.09193297529238897
empirical_bohr,0.4273929156973064,0.42562326120672833,0.42399412025112576,0.21131379801160233,0.6416918535119124,flow cytometry,260.0,O3,0.1,0.09643765092708811
fc_mu,0.6049616830768355,0.6048280607705814,0.6044386116159189,0.5526749296507268,0.6551761984921474,flow cytometry,260.0,O3,0.1,0.09643765092708811
fc_sigma,0.06829971951779991,0.06457633958618599,0.05760508671616748,0.03617688539971151,0.10874992318460312,flow cytometry,260.0,O3,0.1,0.09643765092708811
delta_bohr,0.330955264770217,0.3291856102796402,0.32755646932403765,0.11487614708451421,0.5452542025848243,flow cytometry,260.0,O3,0.1,0.09643765092708811
empirical_bohr,0.769776179985943,0.7677219489378362,0.7660210219229369,0.6160870064247933,0.9330454568886265,flow cytometry,260.0,O3,1.0,0.16821803339440322
fc_mu,0.6832164588770482,0.6830278996245291,0.6826595330229369,0.64932807698937,0.7176927340030976,flow cytometry,260.0,O3,1.0,0.16821803339440322
fc_sigma,0.04871590716480689,0.04553088546268723,0.040370894398626934,0.024287640019035012,0.07853144367754217,flow cytometry,260.0,O3,1.0,0.16821803339440322
delta_bohr,0.6015581465915414,0.599503915543433,0.5978029885285336,0.4478689730303901,0.7648274234942233,flow cytometry,260.0,O3,1.0,0.16821803339440322
empirical_bohr,1.5207198540525102,1.5023319709640814,1.4854297612313516,1.1062764566968835,1.9625467419763178,flow cytometry,260.0,O3,5.0,0.8355417137104304
fc_mu,0.8183053255086262,0.8179220238466207,0.8153913136075732,0.7561779568555596,0.8809757445922964,flow cytometry,260.0,O3,5.0,0.8355417137104304
fc_sigma,0.08354282273574885,0.07848423843672844,0.07113691066040646,0.044997130105715634,0.13392460503369863,flow cytometry,260.0,O3,5.0,0.8355417137104304
delta_bohr,0.6851781403420861,0.666790257253651,0.6498880475209212,0.27073474298645306,1.1270050282658874,flow cytometry,260.0,O3,5.0,0.8355417137104304
empirical_bohr,2.5440366431654757,2.377688087256759,2.1723090954441964,1.1849431849488676,4.207964662019345,flow cytometry,260.0,O3,10.0,1.6528809951529837
fc_mu,0.9112685500474443,0.9151100085581332,0.8977351518801803,0.8260550735607738,0.9997872076501657,flow cytometry,260.0,O3,10.0,1.6528809951529837
fc_sigma,0.15419393419776414,0.15013836213055423,0.1427566917626094,0.09583705517567964,0.2218429335722055,flow cytometry,260.0,O3,10.0,1.6528809951529837
delta_bohr,0.8911556480125055,0.7248070921037755,0.5194281002912127,-0.46793781020411607,2.555083666866361,flow cytometry,260.0,O3,10.0,1.6528809951529837
empirical_bohr,2.7510638603802158,2.6575211881997554,2.5632579695387188,1.8279721452210833,3.8459826759313613,flow cytometry,260.0,O3,25.0,3.0521623719817654
fc_mu,0.9334540806745989,0.9344730444320605,0.9284591633264614,0.8779018695956678,0.985452186380036,flow cytometry,260.0,O3,25.0,3.0521623719817654
fc_sigma,0.07927778574665356,0.07480731221350817,0.0679430557992977,0.0431774899350863,0.12487198349578599,flow cytometry,260.0,O3,25.0,3.0521623719817654
delta_bohr,-0.3010985116015589,-0.39464118378200985,-0.48890440244304667,-1.2241902267606821,0.7938203039495959,flow cytometry,260.0,O3,25.0,3.0521623719817654
empirical_bohr,3.630080414863373,3.4245525103494714,3.129230908441278,1.9982747719159146,5.7894303793157755,flow cytometry,260.0,O3,50.0,4.0993737770351
fc_mu,0.9640726988319118,0.9684631127123661,0.9580825167909839,0.9172609394454982,0.9999885063024065,flow cytometry,260.0,O3,50.0,4.0993737770351
fc_sigma,0.08990308928080391,0.0852117003060949,0.08086692567140265,0.05006354667285079,0.13995894068576364,flow cytometry,260.0,O3,50.0,4.0993737770351
delta_bohr,-0.4692933621717255,-0.6748212666856288,-0.9701428685938223,-2.1010990051191856,1.6900566022806753,flow cytometry,260.0,O3,50.0,4.0993737770351
empirical_bohr,4.496009445149111,4.276925831671632,3.9203906192509734,2.6670870760687775,6.864465285814722,flow cytometry,260.0,O3,75.0,4.647148627488552
fc_mu,0.9828879929772385,0.9863048783766802,0.9805523657142708,0.9554036277939317,0.9999999259280409,flow cytometry,260.0,O3,75.0,4.647148627488552
fc_sigma,0.05818087797883602,0.05440336347981832,0.052311785145184,0.02970225585605634,0.09375968447798771,flow cytometry,260.0,O3,75.0,4.647148627488552
delta_bohr,-0.1511391823394166,-0.37022279581691997,-0.7267580082375789,-1.9800615514197748,2.21731665832617,flow cytometry,260.0,O3,75.0,4.647148627488552
empirical_bohr,3.9596105261848162,3.7642937330346187,3.451707597908754,2.287416928065135,5.975105224300462,flow cytometry,260.0,O3,100.0,4.994944629401497
fc_mu,0.9738798692430307,0.977341336159919,0.9692820240779024,0.9389037550564872,0.9999721762997171,flow cytometry,260.0,O3,100.0,4.994944629401497
fc_sigma,0.06860191622578606,0.06452529127241949,0.06076228645627798,0.03615727967158905,0.11114627429464546,flow cytometry,260.0,O3,100.0,4.994944629401497
delta_bohr,-1.0353341032166852,-1.2306508963668787,-1.5432370314927435,-2.7075277013363626,0.9801605948989645,flow cytometry,260.0,O3,100.0,4.994944629401497
empirical_bohr,4.336628707213117,4.117682868427322,3.7506040213462892,2.3467782068864502,6.673756359848474,flow cytometry,260.0,O3,250.0,5.8427385358215504
fc_mu,0.979624457584805,0.9839786636526848,0.9770361861067244,0.9463017986532235,0.9999982048593172,flow cytometry,260.0,O3,250.0,5.8427385358215504
fc_sigma,0.07592734577149744,0.07186291455164476,0.0692253169571085,0.04090381844446341,0.12043561000127014,flow cytometry,260.0,O3,250.0,5.8427385358215504
delta_bohr,-1.5061098286084322,-1.725055667394228,-2.092134514475261,-3.4959603289351002,0.8310178240269233,flow cytometry,260.0,O3,250.0,5.8427385358215504
empirical_bohr,4.568854668902796,4.369578467946507,4.008585240220438,2.612542154009658,7.0297071608534925,flow cytometry,260.0,O3,500.0,6.233246525162647
fc_mu,0.9832935675187724,0.9875016120126636,0.9821648027646473,0.9533153318842542,0.9999921266090369,flow cytometry,260.0,O3,500.0,6.233246525162647
fc_sigma,0.06682734848283092,0.06276411555940531,0.059906021549698533,0.03391825723342751,0.10689907689898773,flow cytometry,260.0,O3,500.0,6.233246525162647
delta_bohr,-1.6643918562598476,-1.8636680572161404,-2.2246612849422087,-3.620704371152989,0.7964606356908455,flow cytometry,260.0,O3,500.0,6.233246525162647
empirical_bohr,3.3587584780117155,3.1331500452154657,2.8476551755700688,1.7950841017742163,5.587089112142469,flow cytometry,260.0,O3,1000.0,6.462042589091708
fc_mu,0.9533870959326523,0.9582396285380542,0.945197349189325,0.8942163093539538,0.9999980704082579,flow cytometry,260.0,O3,1000.0,6.462042589091708
fc_sigma,0.11365302564638462,0.10857025635880849,0.10377642991356022,0.06605246318851458,0.17151942142821328,flow cytometry,260.0,O3,1000.0,6.462042589091708
delta_bohr,-3.103284111080008,-3.3288925438762424,-3.6143874135216394,-4.666958487317492,-0.8749534769492389,flow cytometry,260.0,O3,1000.0,6.462042589091708
empirical_bohr,-5.435358940705247,-5.329027405528681,-5.214736726948324,-6.482992671891012,-4.545735915666543,flow cytometry,1220.0,O1,0.0,-7.053991531419387
fc_mu,0.004866957055141977,0.004825386365515327,0.0054064755367950745,0.0006799074077539213,0.008434830213148392,flow cytometry,1220.0,O1,0.0,-7.053991531419387
fc_sigma,0.006545470109917525,0.006221142269883134,0.005772632043329406,0.0038307314420360276,0.010030188537105605,flow cytometry,1220.0,O1,0.0,-7.053991531419387
delta_bohr,1.6186325907141337,1.7249641258907058,1.8392548044710626,0.570998859528375,2.5082556157528435,flow cytometry,1220.0,O1,0.0,-7.053991531419387
empirical_bohr,-5.852173207326071,-5.770010069849594,-5.680874435319849,-6.8088573659688905,-5.092093841974897,flow cytometry,1220.0,O1,0.1,-7.0494868557846875
fc_mu,0.0031297307510541068,0.0031100236784365465,0.003398982328496558,0.0008418475457064867,0.005459301686255524,flow cytometry,1220.0,O1,0.1,-7.0494868557846875
fc_sigma,0.0039655049658380015,0.003737978005586581,0.003443327056547525,0.002292165197415491,0.00620008124625543,flow cytometry,1220.0,O1,0.1,-7.0494868557846875
delta_bohr,1.197313648458637,1.2794767859350942,1.3686124204648387,0.24062948981579702,1.9573930138097904,flow cytometry,1220.0,O1,0.1,-7.0494868557846875
empirical_bohr,-4.882309755725526,-4.8521731822378875,-4.819249196607652,-5.399463494531995,-4.419459165964439,flow cytometry,1220.0,O1,5.0,-6.310382793001345
fc_mu,0.007755284013698296,0.007750838760164691,0.008008197043122833,0.004014189068800467,0.011203191667976453,flow cytometry,1220.0,O1,5.0,-6.310382793001345
fc_sigma,0.005885975261799295,0.005577088117377089,0.005183819500182322,0.0033823340758692907,0.009075055220365103,flow cytometry,1220.0,O1,5.0,-6.310382793001345
delta_bohr,1.428073037275833,1.4582096107634577,1.4911335963936931,0.9109192984693504,1.8909236270369059,flow cytometry,1220.0,O1,5.0,-6.310382793001345
empirical_bohr,-4.3285110122584225,-4.324250168659319,-4.3200615830059945,-4.500730307860234,-4.164581250632135,flow cytometry,1220.0,O1,10.0,-5.493043511558792
fc_mu,0.013061692697652902,0.013070379484363015,0.013124520673611362,0.010946353021914046,0.015263993455079006,flow cytometry,1220.0,O1,10.0,-5.493043511558792
fc_sigma,0.003497100523351786,0.0033244779197526826,0.0030297903323588393,0.002001612999106205,0.005335612691853779,flow cytometry,1220.0,O1,10.0,-5.493043511558792
delta_bohr,1.1645324993003752,1.1687933428994732,1.1729819285527974,0.9923132036985578,1.3284622609266572,flow cytometry,1220.0,O1,10.0,-5.493043511558792
empirical_bohr,-3.3539484282616248,-3.3519332923326086,-3.3495864562226747,-3.483403136717178,-3.2156698810493625,flow cytometry,1220.0,O1,25.0,-4.09376213473001
fc_mu,0.03383439342021372,0.033831913039623795,0.03390870879093133,0.029311630005136813,0.03797862152041254,flow cytometry,1220.0,O1,25.0,-4.09376213473001
fc_sigma,0.007060907778330458,0.006703485270534281,0.0061428181887291655,0.004068326642126237,0.01070737817429174,flow cytometry,1220.0,O1,25.0,-4.09376213473001
delta_bohr,0.7398137064683846,0.7418288423974013,0.7441756785073355,0.6103589980128321,0.8780922536806477,flow cytometry,1220.0,O1,25.0,-4.09376213473001
empirical_bohr,-2.7683231549845475,-2.757967726235589,-2.74352605675842,-3.0696756631538054,-2.4808795887965025,flow cytometry,1220.0,O1,50.0,-3.0465507296766763
fc_mu,0.05961288278092372,0.05963823708632815,0.06045331715373947,0.04360443033128081,0.07599868720312153,flow cytometry,1220.0,O1,50.0,-3.0465507296766763
fc_sigma,0.026638172257744997,0.025334941976084945,0.023322036519548464,0.015977483377014004,0.041018886512071584,flow cytometry,1220.0,O1,50.0,-3.0465507296766763
delta_bohr,0.2782275746921328,0.2885830034410872,0.3030246729182564,-0.023124933477129073,0.5656711408801738,flow cytometry,1220.0,O1,50.0,-3.0465507296766763
empirical_bohr,-2.144576403300211,-2.135261883451495,-2.123702272561145,-2.440182174915346,-1.857676937542081,flow cytometry,1220.0,O1,75.0,-2.4987758792232224
fc_mu,0.10565527542711223,0.10571649746844258,0.10681434052141803,0.0787458797721784,0.13331830138551515,flow cytometry,1220.0,O1,75.0,-2.4987758792232224
fc_sigma,0.04347953416669754,0.041438405160818745,0.03796553842696499,0.025711570667019505,0.06601245210801393,flow cytometry,1220.0,O1,75.0,-2.4987758792232224
delta_bohr,0.3541994759230147,0.36351399577172727,0.37507360666207745,0.05859370430787658,0.6410989416811415,flow cytometry,1220.0,O1,75.0,-2.4987758792232224
empirical_bohr,-1.9089897733810335,-1.900417574320155,-1.8894637982500335,-2.225511572484802,-1.6260311482320335,flow cytometry,1220.0,O1,100.0,-2.150979877310279
fc_mu,0.13003514446163036,0.13006122049624708,0.1313056189076358,0.09626057707540026,0.16289279444957383,flow cytometry,1220.0,O1,100.0,-2.150979877310279
fc_sigma,0.05222214952323728,0.04990047788586116,0.04593472241578304,0.031168274377242854,0.07936654695563286,flow cytometry,1220.0,O1,100.0,-2.150979877310279
delta_bohr,0.24199010392924497,0.25056230299012416,0.26151607906024554,-0.07453169517452274,0.5249487290782455,flow cytometry,1220.0,O1,100.0,-2.150979877310279
empirical_bohr,-0.9496261791111483,-0.9492164924567533,-0.9481606539760649,-1.1397666974232092,-0.7390413756561718,flow cytometry,1220.0,O1,250.0,-1.3031859708902243
fc_mu,0.2794053646896004,0.27904241899775584,0.279254879721739,0.239519262798483,0.32026051813014,flow cytometry,1220.0,O1,250.0,-1.3031859708902243
fc_sigma,0.06314741555842347,0.06020356506746504,0.05531977583341921,0.03710421666872212,0.09571922637985189,flow cytometry,1220.0,O1,250.0,-1.3031859708902243
delta_bohr,0.35355979177907404,0.35396947843347093,0.3550253169141594,0.163419273467015,0.5641445952340525,flow cytometry,1220.0,O1,250.0,-1.3031859708902243
empirical_bohr,-0.5348931533199204,-0.533388403923986,-0.532096037648031,-0.6483352674371817,-0.41797562353593687,flow cytometry,1220.0,O1,500.0,-0.9126779815491286
fc_mu,0.36947511070697747,0.3697269439507038,0.37002815335074,0.34336477899914064,0.39700126697852967,flow cytometry,1220.0,O1,500.0,-0.9126779815491286
fc_sigma,0.04191983870471543,0.04002998394674315,0.0367478266975761,0.024192132234200178,0.06398404291171653,flow cytometry,1220.0,O1,500.0,-0.9126779815491286
delta_bohr,0.37778482822920506,0.37928957762514254,0.38058194390109756,0.2643427141119469,0.49470235801319173,flow cytometry,1220.0,O1,500.0,-0.9126779815491286
empirical_bohr,-0.46664678718037633,-0.46396801219293987,-0.461996907661865,-0.6685642453967602,-0.26687666325401366,flow cytometry,1220.0,O1,1000.0,-0.6838819176200683
fc_mu,0.3856914116359803,0.3860449242468131,0.38651220889951676,0.3388184047809316,0.43367402974274716,flow cytometry,1220.0,O1,1000.0,-0.6838819176200683
fc_sigma,0.07799641349710362,0.07492757219459792,0.0695342265426231,0.04663031915380814,0.11531484784475085,flow cytometry,1220.0,O1,1000.0,-0.6838819176200683
delta_bohr,0.21723513043968942,0.21991390542712846,0.22188500995820332,0.015317672223308154,0.4170052543660547,flow cytometry,1220.0,O1,1000.0,-0.6838819176200683
empirical_bohr,-0.15626599885718326,-0.15618620301075453,-0.1550251994351798,-0.27028949939323266,-0.041034668554419645,flow cytometry,1220.0,O1,5000.0,-0.479582816860054
fc_mu,0.46104630454530626,0.4610326316475984,0.4613211326283292,0.4328360247364873,0.4897427721186596,flow cytometry,1220.0,O1,5000.0,-0.479582816860054
fc_sigma,0.04561358329519498,0.04347280602717477,0.03966067120936695,0.026214545269291643,0.06910146482841686,flow cytometry,1220.0,O1,5000.0,-0.479582816860054
delta_bohr,0.32331681800287115,0.32339661384929946,0.3245576174248742,0.20929331746682134,0.4385481483056344,flow cytometry,1220.0,O1,5000.0,-0.479582816860054
empirical_bohr,-5.037690975893149,-5.028369143641344,-5.014626339804696,-5.328814281122596,-4.769038340269224,flow cytometry,1220.0,O2,0.0,-5.653991531419386
fc_mu,0.006512475066652398,0.006506866519233712,0.0065963124612563595,0.00473791954575653,0.008318651777912689,flow cytometry,1220.0,O2,0.0,-5.653991531419386
fc_sigma,0.0029314045370705927,0.0027860334586859957,0.0025500047742864486,0.0016851259395583068,0.004468478754045538,flow cytometry,1220.0,O2,0.0,-5.653991531419386
delta_bohr,0.6163005555262272,0.625622387778042,0.6393651916146901,0.32517725029679045,0.8849531911501627,flow cytometry,1220.0,O2,0.0,-5.653991531419386
empirical_bohr,-5.118849543098295,-5.108573135765253,-5.095672237016368,-5.392012313128742,-4.8380452305958075,flow cytometry,1220.0,O2,0.1,-5.649486855784687
fc_mu,0.006005834109418046,0.006008382860255124,0.006085923755187794,0.004393886064927188,0.007691690158564968,flow cytometry,1220.0,O2,0.1,-5.649486855784687
fc_sigma,0.002702010053791865,0.0025535283076563173,0.002347360564553561,0.0015577872152797527,0.004156628879137266,flow cytometry,1220.0,O2,0.1,-5.649486855784687
delta_bohr,0.5306373126863732,0.540913720019434,0.5538146187683193,0.25747454265594527,0.8114416251888796,flow cytometry,1220.0,O2,0.1,-5.649486855784687
empirical_bohr,-4.247682144608763,-4.241643384733604,-4.232496054430612,-4.488199238493132,-4.007439283070656,flow cytometry,1220.0,O2,5.0,-4.910382793001345
fc_mu,0.014196913867105712,0.014179970379595674,0.014308409801317534,0.010953293336156023,0.017662347068173934,flow cytometry,1220.0,O2,5.0,-4.910382793001345
fc_sigma,0.005302156589941901,0.005049653519559683,0.004563483883761157,0.0030366743134744925,0.008197453906443233,flow cytometry,1220.0,O2,5.0,-4.910382793001345
delta_bohr,0.66270064839259,0.6687394082677409,0.6778867385707326,0.4221835545082131,0.9029435099306884,flow cytometry,1220.0,O2,5.0,-4.910382793001345
empirical_bohr,-3.6638000407886584,-3.660427431572107,-3.65626708292763,-3.8523893012215464,-3.4795045266560645,flow cytometry,1220.0,O2,10.0,-4.0930435115587915
fc_mu,0.025094352478323638,0.025076510322589562,0.02517842240580548,0.02040150717753675,0.029416836812146574,flow cytometry,1220.0,O2,10.0,-4.0930435115587915
fc_sigma,0.007245095588662359,0.006900065457551492,0.006259738128251262,0.004283323797003958,0.011254266262918504,flow cytometry,1220.0,O2,10.0,-4.0930435115587915
delta_bohr,0.4292434707701269,0.4326160799866847,0.43677642863116173,0.2406542103372451,0.6135389849027271,flow cytometry,1220.0,O2,10.0,-4.0930435115587915
empirical_bohr,-2.4824446283738872,-2.47365427910103,-2.464687557784679,-2.7654122868692457,-2.233622702092112,flow cytometry,1220.0,O2,25.0,-2.69376213473001
fc_mu,0.07763662749050056,0.0777258752201474,0.07837108939841975,0.05848425404013724,0.09563953698004568,flow cytometry,1220.0,O2,25.0,-2.69376213473001
fc_sigma,0.030705654218285885,0.029355326406636413,0.026955117416487127,0.017263774962603482,0.04620252023325044,flow cytometry,1220.0,O2,25.0,-2.69376213473001
delta_bohr,0.21131750635612115,0.2201078556289795,0.22907457694533084,-0.07165015213923587,0.4601394326378978,flow cytometry,1220.0,O2,25.0,-2.69376213473001
empirical_bohr,-1.5723421611234698,-1.5704668978869456,-1.5681879948217483,-1.731043788534896,-1.4318496640499179,flow cytometry,1220.0,O2,50.0,-1.6465507296766742
fc_mu,0.172148968656181,0.17214984194641225,0.17247486084389485,0.1504541164395884,0.19281064874032172,flow cytometry,1220.0,O2,50.0,-1.6465507296766742
fc_sigma,0.03455774470599829,0.0328595466695256,0.030324485473921844,0.02031104678743902,0.053261513549885696,flow cytometry,1220.0,O2,50.0,-1.6465507296766742
delta_bohr,0.07420856855320163,0.07608383178972855,0.07836273485492584,-0.08449305885822178,0.21470106562675628,flow cytometry,1220.0,O2,50.0,-1.6465507296766742
empirical_bohr,-1.1367562953273316,-1.1323655943329904,-1.1259259114408202,-1.4054096074303595,-0.8713962941273464,flow cytometry,1220.0,O2,75.0,-1.0987758792232238
fc_mu,0.24375407576949124,0.24372480310640443,0.24491374296274748,0.19326482585826088,0.29102192293474527,flow cytometry,1220.0,O2,75.0,-1.0987758792232238
fc_sigma,0.0783791850568284,0.07553401848041857,0.07037156325762248,0.04841682115256613,0.11592169406732387,flow cytometry,1220.0,O2,75.0,-1.0987758792232238
delta_bohr,-0.03798041610410852,-0.033589715109766605,-0.027150032217596376,-0.30663372820713564,0.2273795850958774,flow cytometry,1220.0,O2,75.0,-1.0987758792232238
empirical_bohr,-0.6610662538809062,-0.6592904765577285,-0.6566136808046222,-0.8428585749647244,-0.48112740309165936,flow cytometry,1220.0,O2,100.0,-0.7509798773102769
fc_mu,0.3408033829980718,0.3408990141884106,0.34150071092164946,0.3009330768452433,0.3819859407719134,flow cytometry,1220.0,O2,100.0,-0.7509798773102769
fc_sigma,0.06641422584576394,0.06367529642701149,0.05917847821146104,0.04003026549722938,0.09864970663037699,flow cytometry,1220.0,O2,100.0,-0.7509798773102769
delta_bohr,0.08991362342937216,0.09168940075254839,0.0943661965056547,-0.09187869765444745,0.2698524742186176,flow cytometry,1220.0,O2,100.0,-0.7509798773102769
empirical_bohr,0.33022353375707336,0.32905864282121833,0.3283862034487273,0.09671284219640802,0.5746136164782609,flow cytometry,1220.0,O2,250.0,0.09681402910977432
fc_mu,0.5815219568921529,0.5815303125254769,0.5813666635509679,0.5258325225956424,0.6413862486344981,flow cytometry,1220.0,O2,250.0,0.09681402910977432
fc_sigma,0.0848457733535703,0.08108292966975597,0.07413841971182537,0.04996597936370813,0.13092631749498393,flow cytometry,1220.0,O2,250.0,0.09681402910977432
delta_bohr,0.2334095046473006,0.232244613711444,0.231572174338953,-0.00010118691336630237,0.4777995873684866,flow cytometry,1220.0,O2,250.0,0.09681402910977432
empirical_bohr,0.6962467434941415,0.6950449400816201,0.6932562140564933,0.536599895805218,0.8647805574335731,flow cytometry,1220.0,O2,500.0,0.48732201845087175
fc_mu,0.6671041021566485,0.6670882575318311,0.6666908958922427,0.6310211129621004,0.7036584811736633,flow cytometry,1220.0,O2,500.0,0.48732201845087175
fc_sigma,0.05902635275805099,0.056465664655587944,0.051851532014184167,0.03557753105082185,0.08797681840518852,flow cytometry,1220.0,O2,500.0,0.48732201845087175
delta_bohr,0.20892472504327234,0.2077229216307483,0.20593419560562154,0.0492778773543463,0.3774585389827013,flow cytometry,1220.0,O2,500.0,0.48732201845087175
empirical_bohr,0.8949864699036856,0.8940865166305388,0.8929483069660229,0.7657571987973653,1.013989786599583,flow cytometry,1220.0,O2,1000.0,0.7161180823799329
fc_mu,0.7097466588937406,0.7097327657027024,0.7094982247030078,0.6843928989192033,0.7354262343515783,flow cytometry,1220.0,O2,1000.0,0.7161180823799329
fc_sigma,0.0407452196901745,0.03860020539811551,0.03548887059393883,0.02349086858497554,0.06308657248162479,flow cytometry,1220.0,O2,1000.0,0.7161180823799329
delta_bohr,0.17886838752375298,0.17796843425060593,0.17683022458609,0.04963911641743235,0.29787170421965015,flow cytometry,1220.0,O2,1000.0,0.7161180823799329
empirical_bohr,1.0389241926873765,1.032915332821391,1.0286496321502698,0.7298652953490541,1.3352254770295446,flow cytometry,1220.0,O2,5000.0,0.9204171831399472
fc_mu,0.7375687716708479,0.7374807033975046,0.7366540151173414,0.6798651174119015,0.796090681427041,flow cytometry,1220.0,O2,5000.0,0.9204171831399472
fc_sigma,0.09132446995339001,0.08803440454732328,0.08117070501638003,0.05460765955183327,0.13520321044369046,flow cytometry,1220.0,O2,5000.0,0.9204171831399472
delta_bohr,0.11850700954742603,0.11249814968144356,0.10823244901032258,-0.19055188779089316,0.4148082938895974,flow cytometry,1220.0,O2,5000.0,0.9204171831399472
empirical_bohr,-1.195885800277752,-1.1945847548541018,-1.1926396190507642,-1.3437262006918107,-1.055193062745234,flow cytometry,1220.0,O3,0.0,-1.4539915314193852
fc_mu,0.23246184406939227,0.2324399590091375,0.23278717444225405,0.2060692360333265,0.2573063380487931,flow cytometry,1220.0,O3,0.0,-1.4539915314193852
fc_sigma,0.03412435382037529,0.031414391634218206,0.02761922789140451,0.01707986737655346,0.05666855905084966,flow cytometry,1220.0,O3,0.0,-1.4539915314193852
delta_bohr,0.2581057311416361,0.25940677656528344,0.261351912368621,0.1102653307275745,0.39879846867415125,flow cytometry,1220.0,O3,0.0,-1.4539915314193852
empirical_bohr,-1.2021042751295277,-1.2013791799501452,-1.2006440275999848,-1.3079809764398815,-1.0950676096087788,flow cytometry,1220.0,O3,0.1,-1.449486855784686
fc_mu,0.23123156707588213,0.23122995892390974,0.2313606673851043,0.21282489594575082,0.2506652161215158,flow cytometry,1220.0,O3,0.1,-1.449486855784686
fc_sigma,0.024272823026994433,0.022378257107948003,0.01950950230724121,0.012027000831671643,0.041505900949535,flow cytometry,1220.0,O3,0.1,-1.449486855784686
delta_bohr,0.24738258065515698,0.24810767583454096,0.24884282818470127,0.14150587934480452,0.35441924617590725,flow cytometry,1220.0,O3,0.1,-1.449486855784686
empirical_bohr,-0.8654928371058724,-0.8652546808079105,-0.8651753349590678,-0.9739909031206433,-0.7579933593146072,flow cytometry,1220.0,O3,1.0,-1.377706473317371
fc_mu,0.296314171403096,0.29624266264129995,0.29625920516340476,0.2738267758119427,0.3188103319313744,flow cytometry,1220.0,O3,1.0,-1.377706473317371
fc_sigma,0.028919492658982523,0.026637274570238702,0.023326805500235467,0.01371379756041133,0.04886568587372467,flow cytometry,1220.0,O3,1.0,-1.377706473317371
delta_bohr,0.5122136362114996,0.5124517925094605,0.5125311383583031,0.40371557019672766,0.6197131140027637,flow cytometry,1220.0,O3,1.0,-1.377706473317371
empirical_bohr,-0.37960718530740467,-0.3783296367856064,-0.3786620908149038,-0.5863986127060706,-0.17114472085739904,flow cytometry,1220.0,O3,5.0,-0.7103827930013438
fc_mu,0.40646304225017404,0.40652983144976773,0.4064496249775046,0.3574616057505262,0.45731795056467817,flow cytometry,1220.0,O3,5.0,-0.7103827930013438
fc_sigma,0.06938968471669132,0.06591012332279456,0.05872277061845479,0.037577561908170284,0.11030004208053874,flow cytometry,1220.0,O3,5.0,-0.7103827930013438
delta_bohr,0.33077560769393954,0.3320531562157374,0.33172070218643995,0.12398418029527314,0.5392380721439447,flow cytometry,1220.0,O3,5.0,-0.7103827930013438
empirical_bohr,0.24797383869709447,0.24637009643853747,0.2458694469062892,-0.2667709768749325,0.7202146240659644,flow cytometry,1220.0,O3,10.0,0.10695648844120953
fc_mu,0.5607468872748763,0.561282857192718,0.5611595712634775,0.43369998659086584,0.6726542769993646,flow cytometry,1220.0,O3,10.0,0.10695648844120953
fc_sigma,0.1665658117149375,0.161665216603761,0.15205110620187404,0.10428119909974566,0.24154265106740952,flow cytometry,1220.0,O3,10.0,0.10695648844120953
delta_bohr,0.1410173502558838,0.13941360799732794,0.13891295846507967,-0.37372746531614204,0.6132581356247548,flow cytometry,1220.0,O3,10.0,0.10695648844120953
empirical_bohr,1.0613139674823502,1.0433137171277065,1.0192229588896866,0.5235755554974556,1.6692861243879116,flow cytometry,1220.0,O3,25.0,1.5062378652699913
fc_mu,0.7391166194081147,0.7394888837935547,0.7348212136449944,0.636473402751689,0.8480532023193667,flow cytometry,1220.0,O3,25.0,1.5062378652699913
